id	length
LOC100162543	645
LOC100162544	975
LOC100162545	771
LOC100162546	2763
LOC100162547	366
LOC100162548	2911
LOC100162550	702
LOC100162552	4723.5
LOC100162553	864
LOC100162554	560
LOC100162555	2206.5
LOC100162556	1011
LOC100162557	2455.5
LOC100162559	1317
LOC100162562	2319
LOC100162563	1380
LOC100162564	513
LOC100162565	1470
LOC100162566	825
LOC100162567	756
LOC100162568	1791
LOC100162569	4146
LOC100162571	1230
LOC100162572	942
LOC100162573	846
LOC100162574	2194.5
LOC100162575	687
LOC100162576	2283
LOC100162577	1488
LOC100162578	1648
LOC100162579	1311
LOC100162580	2043
LOC100162581	558
LOC100162583	2508
LOC100162584	7029
LOC100162586	1041
LOC100162588	453
LOC100162590	2532
LOC100162591	1071
LOC100162593	936
LOC100162594	1539
LOC100162595	1192.5
LOC100162596	1872
LOC100162598	1296
LOC100162600	1263
LOC100162601	2268
LOC100162602	2962.5
LOC100162603	3883.66666666667
LOC100162604	978
LOC100162605	2533.5
LOC100162606	429
LOC100162607	522
LOC100162609	690
LOC100162610	1166.4
LOC100162611	639
LOC100162613	2325
LOC100162614	1860
LOC100162615	3588
LOC100162616	1283
LOC100162617	2880
LOC100162619	702
LOC100162620	1821
LOC100162621	990
LOC100162622	1107
LOC100162624	1806
LOC100162626	2485.5
LOC100162627	1551
LOC100162628	558
LOC100162629	1276.5
LOC100162632	2271
LOC100162634	6361.84615384615
LOC100162635	4125.6
LOC100162636	780
LOC100162637	2653.5
LOC100162640	3417
LOC100162641	570
LOC100162642	3435
LOC100162643	2129.25
LOC100162645	339
LOC100162647	1419
LOC100162648	924
LOC100162649	1248
LOC100162650	3115.5
LOC100162651	1645.2
LOC100162652	987
LOC100162653	1733.1
LOC100162654	2011.5
LOC100162655	1383
LOC100162657	1015.5
LOC100162658	1503
LOC100162659	1827
LOC100162660	3016.28571428571
LOC100162662	1824
LOC100162664	493
LOC100162666	1203
LOC100162667	1800
LOC100162668	2529
LOC100162669	1608
LOC100162670	1498.5
LOC100162672	1918.5
LOC100162675	1506
LOC100162676	255
LOC100162677	909
LOC100162678	840
LOC100162680	555
LOC100162681	613.5
LOC100162682	2019
LOC100162683	1251
LOC100162684	1362
LOC100162687	1641
LOC100162688	1569
LOC100162689	1944.27272727273
LOC100162692	6648
LOC100162693	2583
LOC100162696	1313
LOC100162697	1467
LOC100162698	1627
LOC100162699	1542
LOC100162700	879
LOC100162702	567
LOC100162704	1595
LOC100162706	744
LOC100162707	1376.25
LOC100162708	1353
LOC100162709	4041.75
LOC100162711	1275
LOC100162715	1602
LOC100162716	1041
LOC100162717	1896
LOC100162718	1519.5
LOC100162719	450
LOC100162721	654
LOC100162722	1791
LOC100162723	1106.14285714286
LOC100162724	1264.71428571429
LOC100162727	705
LOC100162728	2039.4
LOC100162729	1454
LOC100162731	1564.5
LOC100162732	4872
LOC100162733	918
LOC100162734	516
LOC100162735	2636
LOC100162736	891
LOC100162737	1275
LOC100162738	1564.5
LOC100162739	4980
LOC100162741	1002
LOC100162742	1374
LOC100162743	600
LOC100162744	1233
LOC100162745	213
LOC100162746	1101
LOC100162747	2415
LOC100162748	513
LOC100162750	2103
LOC100162751	1485
LOC100162752	1245
LOC100162753	981
LOC100162754	5109
LOC100162755	2607
LOC100162757	4824
LOC100162758	600
LOC100162759	1569
LOC100162761	499.5
LOC100162762	993
LOC100162764	2016
LOC100162766	2208
LOC100162767	2771
LOC100162768	1110
LOC100162769	366
LOC100162770	669
LOC100162771	618
LOC100162773	3546
LOC100162774	1806
LOC100162776	2322
LOC100162777	598.5
LOC100162778	819
LOC100162779	1308
LOC100162780	2198
LOC100162783	354
LOC100162785	495
LOC100162786	609
LOC100162787	1812
LOC100162789	1134
LOC100162790	2574
LOC100162791	1734
LOC100162792	1161
LOC100162793	1953
LOC100162794	3249
LOC100162795	654
LOC100162796	4694
LOC100162797	459
LOC100162798	1791
LOC100162799	1300
LOC100162800	1470
LOC100162802	2118
LOC100162803	1279
LOC100162806	771
LOC100162807	1401
LOC100162809	816
LOC100162810	1242
LOC100162812	1725
LOC100162813	1815
LOC100162814	1338
LOC100162815	1182
LOC100162816	831
LOC100162817	910.5
LOC100162818	369
LOC100162819	1578
LOC100162820	2823
LOC100162821	2329.5
LOC100162822	4914
LOC100162823	4965
LOC100162824	720
LOC100162825	1236
LOC100162826	801
LOC100162827	2790
LOC100162828	3438
LOC100162829	309
LOC100162830	2409
LOC100162832	540
LOC100162834	1128
LOC100162836	1377
LOC100162837	738
LOC100162838	5296.5
LOC100162840	4095
LOC100162841	2278.5
LOC100162844	2556
LOC100162845	3141
LOC100162846	1402.5
LOC100162847	864
LOC100162848	858
LOC100162849	1530
LOC100162850	2581.5
LOC100162851	1752
LOC100162853	1911
LOC100162854	954
LOC100162856	591
LOC100162857	2670.75
LOC100162858	780
LOC100162859	1287
LOC100162860	603
LOC100162861	969
LOC100162863	723
LOC100162864	1483.5
LOC100162866	660
LOC100162867	951
LOC100162869	3412.2
LOC100162870	2838
LOC100162871	661
LOC100162872	606
LOC100162873	735
LOC100162874	439.5
LOC100162875	1053
LOC100162876	1224
LOC100162877	745.5
LOC100162879	1263
LOC100162880	3418.5
LOC100162881	2184
LOC100162882	384
LOC100162883	5448
LOC100162884	1932
LOC100162885	1230
LOC100162886	3144
LOC100162887	2628
LOC100162888	2226
LOC100162889	2187
LOC100162890	1407
LOC100162891	735
LOC100162892	855
LOC100162893	1380
LOC100162894	1020
LOC100162895	537
LOC100162897	2982
LOC100162898	1047
LOC100162901	1654
LOC100162902	1272
LOC100162903	1680
LOC100162906	1527
LOC100162908	2928
LOC100162909	1719
LOC100162910	1772.25
LOC100162911	804
LOC100162912	2184
LOC100162913	1374
LOC100162914	303
LOC100162915	2547
LOC100162916	2367
LOC100162917	774
LOC100162918	1945.125
LOC100162920	1143
LOC100162921	1752
LOC100162922	2550
LOC100162923	837
LOC100162924	5094
LOC100162926	1029
LOC100162928	3147
LOC100162929	840
LOC100162932	1050
LOC100162935	891
LOC100162936	9735
LOC100162937	834
LOC100162938	840
LOC100162939	1266
LOC100162940	1497
LOC100162943	1164
LOC100162944	2145
LOC100162947	1591.5
LOC100162948	1026
LOC100162949	2307
LOC100162950	378
LOC100162951	1623
LOC100162952	1743
LOC100162953	1143
LOC100162954	2647.5
LOC100162957	14124
LOC100162958	1873
LOC100162959	1452
LOC100162960	1386
LOC100162961	1701
LOC100162962	2877
LOC100162963	474
LOC100162964	567
LOC100162966	4867.5
LOC100162967	1290
LOC100162968	2163
LOC100162969	1029
LOC100162970	798
LOC100162971	1359
LOC100162972	291
LOC100162973	954
LOC100162974	1518
LOC100162976	1155
LOC100162977	924
LOC100162978	1404
LOC100162979	990
LOC100162982	1317
LOC100162983	1029
LOC100162984	915
LOC100162988	2626.8
LOC100162989	1518
LOC100162992	663
LOC100162993	279
LOC100162995	1371
LOC100162996	3231
LOC100162999	1026
LOC100163001	1522.5
LOC100163002	1542
LOC100163003	1032
LOC100163004	2661
LOC100163005	1602
LOC100163006	1191
LOC100163007	1209
LOC100163008	1332
LOC100163009	657
LOC100163010	1722
LOC100163012	1065
LOC100163013	5970
LOC100163014	510
LOC100163015	900
LOC100163016	363
LOC100163017	7287
LOC100163019	536.25
LOC100163021	1608
LOC100163022	909
LOC100163024	381
LOC100163028	2460
LOC100163029	1557
LOC100163030	1065
LOC100163032	2419.5
LOC100163033	1500
LOC100163035	561
LOC100163036	3024
LOC100163037	837
LOC100163038	2917.4
LOC100163040	1504.5
LOC100163041	2181
LOC100163042	2094
LOC100163043	5517
LOC100163044	300
LOC100163045	963
LOC100163046	1527
LOC100163047	1176
LOC100163048	309
LOC100163049	828
LOC100163050	882
LOC100163051	2157
LOC100163053	5184
LOC100163054	1704
LOC100163056	1532.14285714286
LOC100163057	552
LOC100163058	1642.5
LOC100163059	1486.5
LOC100163060	633
LOC100163062	1614.5
LOC100163063	5640
LOC100163065	1548
LOC100163066	838.5
LOC100163067	2484
LOC100163068	1014
LOC100163069	1791
LOC100163071	654
LOC100163072	2364
LOC100163073	1375.5
LOC100163074	1296
LOC100163076	522
LOC100163077	1338
LOC100163079	2031
LOC100163080	1179
LOC100163081	960
LOC100163083	597
LOC100163084	2634
LOC100163085	333
LOC100163086	1743
LOC100163089	2748
LOC100163090	1293.75
LOC100163091	1677
LOC100163093	9987
LOC100163094	1605
LOC100163095	5657.14285714286
LOC100163096	4314
LOC100163097	468
LOC100163098	4851
LOC100163099	3093
LOC100163101	7962
LOC100163103	3876
LOC100163104	816
LOC100163106	660
LOC100163107	837
LOC100163108	534
LOC100163110	1524
LOC100163111	2538
LOC100163112	1074
LOC100163113	405
LOC100163114	2289
LOC100163115	432
LOC100163116	540
LOC100163118	906
LOC100163119	487.5
LOC100163120	399
LOC100163121	1359
LOC100163122	529.5
LOC100163126	267
LOC100163127	2634
LOC100163128	1462.5
LOC100163129	5589
LOC100163130	1036.5
LOC100163132	1315.5
LOC100163133	4239
LOC100163134	2024.14285714286
LOC100163135	5533.5
LOC100163139	1215
LOC100163140	1587
LOC100163141	1575
LOC100163142	3372
LOC100163143	3664.5
LOC100163144	1884
LOC100163145	3853
LOC100163146	2641.5
LOC100163147	1011
LOC100163148	1512
LOC100163149	1395
LOC100163151	942
LOC100163152	882
LOC100163154	6340.5
LOC100163155	765
LOC100163157	1497
LOC100163158	3083
LOC100163162	1710
LOC100163163	2469.75
LOC100163164	1215
LOC100163166	915
LOC100163167	1044
LOC100163169	933
LOC100163170	1683
LOC100163171	1335
LOC100163173	648
LOC100163176	1675.5
LOC100163177	4429
LOC100163178	891
LOC100163179	706.5
LOC100163182	696
LOC100163183	2791.5
LOC100163185	1911
LOC100163186	1893
LOC100163189	2088
LOC100163190	3111
LOC100163191	597
LOC100163194	1318
LOC100163195	1521
LOC100163196	1434
LOC100163197	1164
LOC100163199	1557
LOC100163201	1776
LOC100163202	1401
LOC100163203	4813.5
LOC100163204	1156.5
LOC100163207	1869
LOC100163208	1049.57142857143
LOC100163210	867
LOC100163211	1658.4
LOC100163212	2166
LOC100163213	7504.5
LOC100163214	804
LOC100163215	618
LOC100163216	3228
LOC100163218	2049
LOC100163220	1359
LOC100163221	2778
LOC100163224	486
LOC100163225	1446
LOC100163227	1011
LOC100163228	1101
LOC100163229	1071
LOC100163230	1347
LOC100163232	834
LOC100163233	675
LOC100163234	3399
LOC100163236	1132
LOC100163239	1113
LOC100163240	3225
LOC100163242	1149
LOC100163243	1641
LOC100163245	690
LOC100163246	1779
LOC100163247	1806
LOC100163248	1737
LOC100163250	1528.5
LOC100163251	807
LOC100163252	1639.5
LOC100163254	1638
LOC100163255	1812
LOC100163256	1615.5
LOC100163257	693
LOC100163259	1953
LOC100163260	777
LOC100163263	1536
LOC100163264	2145
LOC100163266	1641
LOC100163267	1023
LOC100163268	1272
LOC100163269	2113.8
LOC100163270	999
LOC100163271	1686
LOC100163273	1057.5
LOC100163274	1128.375
LOC100163275	7569
LOC100163276	1185
LOC100163277	3788
LOC100163278	10227
LOC100163280	1638
LOC100163281	1013
LOC100163282	1887
LOC100163283	1212
LOC100163284	1656
LOC100163285	1752
LOC100163289	933
LOC100163290	2454
LOC100163291	588
LOC100163292	867
LOC100163293	666
LOC100163294	457.5
LOC100163297	639
LOC100163299	1662
LOC100163300	543
LOC100163301	3711
LOC100163302	852.75
LOC100163305	1254
LOC100163307	663
LOC100163308	1530
LOC100163311	2536.5
LOC100163312	918
LOC100163313	1534.5
LOC100163314	774
LOC100163315	4071
LOC100163316	2208
LOC100163318	807
LOC100163319	2431.5
LOC100163320	1998
LOC100163322	840
LOC100163323	939
LOC100163324	2193
LOC100163325	750
LOC100163326	1164
LOC100163327	1729.5
LOC100163328	1524
LOC100163329	1360.2
LOC100163331	3427.33333333333
LOC100163332	3202.5
LOC100163333	2967
LOC100163334	1552.5
LOC100163335	2454
LOC100163336	867
LOC100163337	2814
LOC100163338	1215
LOC100163339	1245
LOC100163340	1389
LOC100163341	654
LOC100163342	1103
LOC100163343	2598
LOC100163344	1575
LOC100163345	2763
LOC100163347	688.5
LOC100163348	1116
LOC100163351	1403
LOC100163355	399
LOC100163356	4923.6
LOC100163357	1916.4
LOC100163358	768
LOC100163359	1771.5
LOC100163360	1461
LOC100163361	1605
LOC100163362	990
LOC100163363	1116
LOC100163364	2238
LOC100163365	1243.5
LOC100163366	1515
LOC100163367	2406
LOC100163368	816
LOC100163369	1077
LOC100163370	2280
LOC100163371	5704.5
LOC100163372	474
LOC100163373	1191
LOC100163374	2244
LOC100163376	1482
LOC100163378	3099
LOC100163379	793.5
LOC100163380	228
LOC100163382	1908
LOC100163384	900
LOC100163386	3591
LOC100163389	2151
LOC100163391	1761
LOC100163392	555
LOC100163393	2103
LOC100163394	2067
LOC100163396	519
LOC100163397	2088
LOC100163398	711
LOC100163401	5388
LOC100163402	321
LOC100163404	1275
LOC100163405	1105.5
LOC100163406	1899
LOC100163407	2214
LOC100163408	855
LOC100163409	288
LOC100163411	4386
LOC100163413	594
LOC100163414	6504
LOC100163415	1107
LOC100163416	1200
LOC100163417	2323
LOC100163418	1125
LOC100163420	729
LOC100163421	2532
LOC100163422	1214.4
LOC100163423	1426.5
LOC100163425	9058.2
LOC100163426	2631
LOC100163428	1374
LOC100163431	1005
LOC100163432	1389
LOC100163433	2817
LOC100163434	1173
LOC100163437	609
LOC100163438	1163
LOC100163439	876
LOC100163441	1722
LOC100163442	1182
LOC100163443	1429
LOC100163444	4053
LOC100163445	6429
LOC100163446	787.8
LOC100163447	699
LOC100163448	1577
LOC100163449	1119
LOC100163450	1416
LOC100163451	1107
LOC100163453	5004
LOC100163454	1836
LOC100163455	2361
LOC100163456	1821
LOC100163457	768
LOC100163458	840
LOC100163460	957
LOC100163461	513
LOC100163462	1848
LOC100163463	438
LOC100163465	2193
LOC100163467	3237
LOC100163468	639
LOC100163469	2997
LOC100163470	1194
LOC100163472	2778
LOC100163473	3276
LOC100163474	687
LOC100163475	957
LOC100163476	645
LOC100163478	1646
LOC100163480	1710
LOC100163481	7461
LOC100163482	2700
LOC100163483	1614
LOC100163484	2006
LOC100163486	471
LOC100163487	1655.14285714286
LOC100163488	2463
LOC100163489	2166
LOC100163490	2716.5
LOC100163491	1506
LOC100163494	1947
LOC100163495	1017
LOC100163497	1186.5
LOC100163498	3667.5
LOC100163499	1545
LOC100163500	609
LOC100163501	1452
LOC100163503	597
LOC100163504	951
LOC100163505	676
LOC100163506	1359.5
LOC100163507	606
LOC100163508	1014
LOC100163509	2095.5
LOC100163510	2090.33333333333
LOC100163511	1407
LOC100163512	2197
LOC100163513	1107
LOC100163514	1270.5
LOC100163518	309
LOC100163522	2217
LOC100163523	1668
LOC100163524	1951
LOC100163525	1518
LOC100163526	1326
LOC100163528	2055
LOC100163530	534
LOC100163531	831
LOC100163532	1182
LOC100163533	1617
LOC100163534	1470
LOC100163536	768
LOC100163537	687
LOC100163538	732
LOC100163539	1473
LOC100163544	1542
LOC100163545	5445
LOC100163546	1809
LOC100163547	5817
LOC100163548	819
LOC100163549	1401
LOC100163550	2202
LOC100163551	921
LOC100163552	2016
LOC100163553	1065
LOC100163554	528
LOC100163555	1978.5
LOC100163556	378
LOC100163560	795
LOC100163561	1779
LOC100163562	1092
LOC100163563	373.5
LOC100163564	643.5
LOC100163566	930
LOC100163567	2643.75
LOC100163568	6063
LOC100163569	597
LOC100163570	1632
LOC100163571	1470
LOC100163572	876
LOC100163573	385.5
LOC100163574	636
LOC100163575	966
LOC100163579	5283
LOC100163580	1242
LOC100163581	1332
LOC100163582	973.5
LOC100163585	759
LOC100163586	5110.5
LOC100163588	630
LOC100163589	1110
LOC100163590	2619
LOC100163591	1080
LOC100163593	1083
LOC100163594	1116
LOC100163595	2349
LOC100163596	1230
LOC100163597	855
LOC100163598	1071
LOC100163599	1089
LOC100163600	4098
LOC100163601	1422
LOC100163602	2738.5
LOC100163604	3222
LOC100163605	5202
LOC100163606	1311
LOC100163607	2424
LOC100163608	1356
LOC100163609	1317
LOC100163610	1486.5
LOC100163612	792
LOC100163615	678
LOC100163616	1146
LOC100163617	2646
LOC100163620	2043
LOC100163621	3046.5
LOC100163622	11496
LOC100163623	5327.5
LOC100163624	1719
LOC100163626	2260.8
LOC100163627	1410
LOC100163628	357
LOC100163629	2599
LOC100163630	2338.5
LOC100163631	922.5
LOC100163632	780
LOC100163633	2919
LOC100163634	1194
LOC100163637	7149
LOC100163639	1204.5
LOC100163640	2031
LOC100163641	1500
LOC100163642	480
LOC100163643	1123.5
LOC100163644	2425.5
LOC100163645	657
LOC100163648	2151
LOC100163649	645.375
LOC100163651	1539
LOC100163652	1539
LOC100163653	1313
LOC100163654	2979
LOC100163656	1179
LOC100163657	5253
LOC100163659	4588.125
LOC100163660	1336
LOC100163662	1344
LOC100163664	1179
LOC100163667	2553
LOC100163671	1632
LOC100163672	1884
LOC100163673	1847.25
LOC100163674	531
LOC100163676	690
LOC100163677	375
LOC100163680	3894
LOC100163681	1495.5
LOC100163682	1453.5
LOC100163683	2031
LOC100163684	918
LOC100163689	999
LOC100163690	570
LOC100163691	3942
LOC100163693	1899
LOC100163694	2082
LOC100163695	2444
LOC100163696	6189
LOC100163698	2316
LOC100163703	6708
LOC100163704	1590
LOC100163705	2241
LOC100163707	2307
LOC100163708	444
LOC100163709	2337
LOC100163710	798
LOC100163711	2160
LOC100163713	960
LOC100163715	357
LOC100163716	3465
LOC100163717	3012
LOC100163718	1134
LOC100163719	786
LOC100163720	2397
LOC100163722	573
LOC100163724	945
LOC100163725	1800
LOC100163726	405
LOC100163727	5843
LOC100163728	690
LOC100163729	876
LOC100163730	1716
LOC100163731	1185
LOC100163733	603
LOC100163734	483
LOC100163737	1686
LOC100163738	972
LOC100163739	1638
LOC100163740	762
LOC100163741	1035
LOC100163742	1524
LOC100163743	1927.5
LOC100163744	3672
LOC100163745	498
LOC100163746	1170
LOC100163748	1986
LOC100163751	2082
LOC100163754	1629
LOC100163755	1752
LOC100163756	1230
LOC100163757	1542
LOC100163758	954
LOC100163759	1410
LOC100163760	2019
LOC100163761	1440
LOC100163762	2066
LOC100163763	1512
LOC100163764	1947.75
LOC100163765	1527
LOC100163766	1815
LOC100163767	1723.5
LOC100163769	1470
LOC100163770	1479
LOC100163771	375
LOC100163772	1743
LOC100163774	1539
LOC100163775	447
LOC100163777	261
LOC100163781	4592.4
LOC100163782	1050.27272727273
LOC100163783	576
LOC100163784	1752
LOC100163786	1268
LOC100163787	1419
LOC100163788	1080
LOC100163789	1230
LOC100163790	1691
LOC100163791	2988
LOC100163792	1033.5
LOC100163793	2028
LOC100163794	906.75
LOC100163795	2118
LOC100163796	719.4
LOC100163797	228
LOC100163798	327
LOC100163799	2593.5
LOC100163800	207
LOC100163801	252
LOC100163803	2205
LOC100163804	3099
LOC100163805	562.5
LOC100163806	489
LOC100163807	1615.5
LOC100163808	2127
LOC100163810	1802.4
LOC100163811	1698
LOC100163812	956
LOC100163813	2178
LOC100163817	867
LOC100163818	1782
LOC100163820	4131
LOC100163821	1983
LOC100163822	1833
LOC100163823	1410
LOC100163824	2295
LOC100163825	1887
LOC100163826	1860
LOC100163828	1744.5
LOC100163829	1929
LOC100163830	2076
LOC100163832	534
LOC100163833	1110
LOC100163835	432
LOC100163837	786
LOC100163840	1446
LOC100163841	1353
LOC100163842	1296
LOC100163843	1356.75
LOC100163844	510
LOC100163845	1368
LOC100163847	2028
LOC100163848	3345
LOC100163850	1734
LOC100163851	3045
LOC100163852	1321.5
LOC100163853	1101
LOC100163854	1503
LOC100163855	3901.5
LOC100163857	1587
LOC100163858	3777
LOC100163859	906
LOC100163861	1695
LOC100163866	1224
LOC100163867	1182
LOC100163869	1377
LOC100163870	1545
LOC100163871	1281
LOC100163872	678
LOC100163875	771
LOC100163876	1686
LOC100163877	1755
LOC100163879	3375
LOC100163880	2448
LOC100163881	1686
LOC100163882	1032
LOC100163883	1671
LOC100163885	2767.5
LOC100163886	2551.5
LOC100163888	1584
LOC100163889	684
LOC100163890	2481
LOC100163892	1584
LOC100163894	435
LOC100163895	1086
LOC100163896	2742
LOC100163897	1371
LOC100163898	1938
LOC100163900	1552
LOC100163901	366
LOC100163902	1674
LOC100163905	747
LOC100163907	460
LOC100163909	966
LOC100163910	2796
LOC100163911	567
LOC100163912	2434.5
LOC100163913	522
LOC100163915	576
LOC100163916	708
LOC100163917	528
LOC100163918	1452
LOC100163919	4374
LOC100163921	987
LOC100163922	1098
LOC100163923	540
LOC100163924	612
LOC100163925	516
LOC100163926	1710
LOC100163927	1992
LOC100163930	1413
LOC100163931	1098
LOC100163932	1377
LOC100163933	1929
LOC100163934	1509
LOC100163935	1726.5
LOC100163936	4924.5
LOC100163937	636
LOC100163938	909.75
LOC100163939	4675
LOC100163942	753
LOC100163943	955.5
LOC100163944	744
LOC100163945	348
LOC100163947	4086
LOC100163948	480
LOC100163948-2	480
LOC100163950	1779
LOC100163951	384
LOC100163952	1875
LOC100163953	738
LOC100163954	1032
LOC100163955	637
LOC100163957	1179
LOC100163958	1641
LOC100163959	1602
LOC100163960	2466
LOC100163961	1002
LOC100163964	1293
LOC100163965	1659
LOC100163966	1848
LOC100163968	1158.6
LOC100163969	2358
LOC100163970	1047
LOC100163971	1918.5
LOC100163972	639
LOC100163973	616.5
LOC100163974	1215
LOC100163975	1815
LOC100163976	813
LOC100163977	1346
LOC100163978	1725
LOC100163979	918
LOC100163980	819
LOC100163981	1476
LOC100163982	3522
LOC100163984	1476
LOC100163985	4995
LOC100163986	786
LOC100163987	3807
LOC100163990	420
LOC100163992	534
LOC100163993	1239
LOC100163994	1785
LOC100163995	1194
LOC100163998	883.8
LOC100163999	804
LOC100164000	1380
LOC100164003	1617
LOC100164006	1678.5
LOC100164007	2064
LOC100164008	1131
LOC100164009	1623
LOC100164010	1710
LOC100164011	2139
LOC100164012	3217.5
LOC100164013	2704
LOC100164014	2184
LOC100164015	2865
LOC100164018	2985
LOC100164019	3249
LOC100164020	1008
LOC100164021	569
LOC100164023	1206
LOC100164025	636
LOC100164026	2508
LOC100164028	571.5
LOC100164029	1290
LOC100164030	1884
LOC100164031	1768.5
LOC100164032	3705
LOC100164033	1065
LOC100164034	1491
LOC100164035	1512
LOC100164036	1836
LOC100164037	2802
LOC100164039	381
LOC100164040	10046
LOC100164041	1383
LOC100164042	1782
LOC100164043	3138
LOC100164045	1305
LOC100164046	522
LOC100164047	465
LOC100164048	384
LOC100164049	2250
LOC100164050	900
LOC100164051	1289
LOC100164052	1998
LOC100164054	1251
LOC100164055	573
LOC100164056	4173
LOC100164058	1230
LOC100164060	435
LOC100164061	657
LOC100164062	1683
LOC100164063	1798.90909090909
LOC100164064	453
LOC100164065	855
LOC100164066	3081
LOC100164067	618
LOC100164068	306
LOC100164069	1200
LOC100164070	870
LOC100164071	1633.5
LOC100164072	1701
LOC100164073	1119
LOC100164074	1194
LOC100164075	699
LOC100164076	828.75
LOC100164077	1797
LOC100164078	3714
LOC100164079	2220
LOC100164081	1065
LOC100164082	1485
LOC100164083	2012.7
LOC100164084	3558
LOC100164085	405
LOC100164086	3198
LOC100164087	900
LOC100164088	942
LOC100164090	876
LOC100164091	1071
LOC100164092	1669.5
LOC100164093	901
LOC100164094	732
LOC100164095	993
LOC100164096	1026
LOC100164097	2758.5
LOC100164098	975
LOC100164099	1398
LOC100164102	2103
LOC100164103	16863.652173913
LOC100164105	750
LOC100164106	957
LOC100164107	1245
LOC100164108	1764
LOC100164109	7366.5
LOC100164111	744
LOC100164112	804
LOC100164113	355.5
LOC100164114	639
LOC100164115	1782
LOC100164117	972
LOC100164118	1641
LOC100164120	384
LOC100164123	1135.2
LOC100164124	447
LOC100164125	3786
LOC100164126	1089
LOC100164127	4066.5
LOC100164128	2292
LOC100164129	936
LOC100164131	1686
LOC100164132	1524.33333333333
LOC100164133	746
LOC100164134	2715
LOC100164135	14013
LOC100164136	556.5
LOC100164137	1344
LOC100164138	441
LOC100164139	1287
LOC100164141	1797
LOC100164143	1401
LOC100164144	1311
LOC100164146	1233
LOC100164148	867
LOC100164149	1821
LOC100164151	1041
LOC100164152	765
LOC100164153	1554
LOC100164154	1362
LOC100164156	1458
LOC100164157	1332
LOC100164158	1604
LOC100164159	453
LOC100164160	682.5
LOC100164163	2467.5
LOC100164165	978
LOC100164166	561
LOC100164168	1137
LOC100164169	1554
LOC100164170	1944
LOC100164171	2040
LOC100164172	1563
LOC100164174	972
LOC100164175	1164
LOC100164176	3648
LOC100164177	501
LOC100164178	1821
LOC100164179	2154
LOC100164181	1467
LOC100164182	1487
LOC100164183	3585
LOC100164184	2664
LOC100164185	1698
LOC100164186	912
LOC100164188	1809
LOC100164189	1150
LOC100164191	1011
LOC100164192	5274
LOC100164193	1683
LOC100164194	1089
LOC100164195	693
LOC100164196	2016
LOC100164198	2118
LOC100164199	1455
LOC100164200	3338
LOC100164201	1119
LOC100164202	2286
LOC100164203	765
LOC100164206	3429
LOC100164207	620
LOC100164208	2227.5
LOC100164211	846
LOC100164213	1005
LOC100164214	558
LOC100164217	1479
LOC100164218	1765.5
LOC100164219	1245
LOC100164222	1957.5
LOC100164223	1992.6
LOC100164225	3165
LOC100164226	885
LOC100164227	1635
LOC100164228	723
LOC100164229	1200
LOC100164230	1215
LOC100164232	778
LOC100164233	435
LOC100164234	4281
LOC100164236	399
LOC100164237	1579.5
LOC100164238	342
LOC100164239	1104
LOC100164240	882
LOC100164242	2712
LOC100164244	801
LOC100164245	1206
LOC100164247	738
LOC100164249	3237
LOC100164250	480
LOC100164251	1086
LOC100164252	450
LOC100164253	1623
LOC100164255	2442
LOC100164256	1368
LOC100164258	1248
LOC100164259	5343
LOC100164260	1488
LOC100164261	4408
LOC100164262	2250
LOC100164264	2283
LOC100164265	1134
LOC100164266	2029.5
LOC100164267	1974
LOC100164268	357
LOC100164270	1212
LOC100164272	1051.5
LOC100164273	1218
LOC100164274	1083
LOC100164275	1344
LOC100164277	1926
LOC100164278	396
LOC100164279	1884
LOC100164280	1551
LOC100164282	393
LOC100164283	1560
LOC100164284	954
LOC100164285	1122
LOC100164286	747
LOC100164287	303
LOC100164288	1023
LOC100164289	1188
LOC100164291	1680
LOC100164292	1533
LOC100164293	891
LOC100164294	791
LOC100164296	819
LOC100164297	2366
LOC100164299	396
LOC100164300	2317.5
LOC100164301	1251
LOC100164302	3056.25
LOC100164304	807
LOC100164305	1269
LOC100164306	1336.5
LOC100164307	1662
LOC100164308	642
LOC100164310	4044
LOC100164311	387
LOC100164315	877.5
LOC100164316	657
LOC100164318	2721
LOC100164319	375
LOC100164320	1395
LOC100164321	1767
LOC100164323	1701
LOC100164325	1290
LOC100164327	2916
LOC100164329	918
LOC100164330	771
LOC100164331	1638
LOC100164332	1029
LOC100164335	817.5
LOC100164336	912
LOC100164337	1980
LOC100164339	1020
LOC100164341	951
LOC100164343	2449.5
LOC100164346	1948
LOC100164347	4759
LOC100164349	417
LOC100164351	744
LOC100164352	2817
LOC100164353	498
LOC100164354	1830
LOC100164355	2910
LOC100164356	5280
LOC100164360	1224
LOC100164361	1377
LOC100164363	1023
LOC100164364	2970
LOC100164366	1718
LOC100164367	3688.5
LOC100164368	988.8
LOC100164369	1344
LOC100164370	864
LOC100164371	2199
LOC100164372	555
LOC100164373	930
LOC100164374	3087
LOC100164375	633
LOC100164376	963
LOC100164377	832.8
LOC100164379	2202
LOC100164380	660
LOC100164381	2607
LOC100164383	987
LOC100164384	2931
LOC100164385	1026
LOC100164386	1206
LOC100164389	1254
LOC100164390	738
LOC100164391	2097
LOC100164392	699
LOC100164394	2463
LOC100164395	3789
LOC100164397	3744
LOC100164398	1101
LOC100164400	3697.5
LOC100164401	2349
LOC100164403	1866
LOC100164404	958.5
